,Stock Name,Number of Feartures Selected,Train R^2,Train Correlation,Train MAE,Train Directional Accuracy,Test R^2,Test Correlation,Test MAE,Test Directional Accuracy,EBITDA,RETURN_COM_EQY,2 EARN_FOR_COMMON,Management - Capital Discipline  Avg ( delta Earn For Common/delta Capital Employed),Strategy Filter EBITDA CAGR,Financial Filter ( Last 3 Year Data ) ROE Avg,EU EUCCEMU Index Last Price,US EXP1CYOY Index Last Price,Japan JNCPIYOY Index Last Price,Swiss Franc USDCHF Curncy Last Price,Taiwanese Dollar USDTWD Curncy Last Price,Korean Won USDKRW Curncy Last Price,Indian Rupee USDINR Curncy Last Price,Indonesian Rupiah USDIDR Curncy Last Price,Gold XAU Curncy Last Price,LME Copper LMCADY Comdty Last Price,UBS US real estate bubble index CHBBNYC Index Last Price,Nasdaq Composite CCMP Index Last Price,Topix Japan TPX Index Last Price,Libor US0003M Index Last Price,ECB ECMSM2 Index Last Price,S&P500 SPX Index Price Earnings Ratio (P/E),Indonesia Motor vehicle sales IDVHCLOC Index Last Price, VIX Index PX_LAST, FDTGOFSF Index PX_LAST, FDTGOFSF Index PX_LAST.1, SPX Index PX_LAST, Japan Govt Bond Year to maturi GJGC10 Index, Italy Generic Govt 10Y Yield GBTP10YR Index, Global High Yield LG30TRUU Index,1D US CPI EHPIUS Index Last Price,1D US CONSSENT Index Last Price,1D Japan JCOMSHCF Index Last Price,1D EU EUCCEMU Index Last Price,1D US CPI YOY Index Last Price,1D Japan JNCPIYOY Index Last Price,1D EURO USDEUR Curncy Last Price,1D Taiwanese Dollar USDTWD Curncy Last Price,1D Indonesian Rupiah USDIDR Curncy Last Price,1D Crude Palm oil KO3 Comdty Last Price,1D LME Copper LMCADY Comdty Last Price,1D Euro Stoxx SX5E Index Last Price,1D US EHUPUS Index Last Price,1D Germany EHUPDE Index Last Price,1D EU EUUCEMU Index Last Price,1D US 10yr Govt Bond Yield USGG10YR Index Last Price,1D Germany Govt 10yr bond yield GDBR10 Index Last Price,1D Libor US0003M Index Last Price,1D S&P 500 SPX Index BEst EPS,1D India Commercial Credit INCMCREY Index Last Price,1D  MXAPJ Index PX_TO_BOOK_RATIO,1D  SHASHR Index PE_RATIO,1D  SHASHR Index PX_TO_SALES_RATIO,1D  SPX Index PE_RATIO,1D  SPX Index PX_TO_BOOK_RATIO,1D  NKY Index PX_LAST,1D  TR/CC CRB ER Index CRY Index,1D  Generic 1st 'HG' Future HG1 Comdty,2D US CPI YOY Index Last Price,2D EURO USDEUR Curncy Last Price,2D Taiwanese Dollar USDTWD Curncy Last Price,2D Indonesian Rupiah USDIDR Curncy Last Price,2D Crude Palm oil KO3 Comdty Last Price,2D LME Copper LMCADY Comdty Last Price,2D UBS US real estate bubble index CHBBNYC Index Last Price,2D Dow Jones US real estate index DJUSRE Index Last Price,2D US EHUPUS Index Last Price,2D Japan OEJPDGBO Index Last Price,2D Germany Govt 10yr bond yield GDBR10 Index Last Price,2D Japan Govt 10yr bond yield GJGB10 Index Last Price,2D US M2 Index Last Price,2D China CNMSM2 Index Last Price,2D MSCI China MXCN Index Price Earnings Ratio (P/E),2D MSCI Asia Pacific MXAP Index Price Earnings Ratio (P/E),2D China Monthly New Loan CNLNNEW Index Last Price,2D Indonesia Motor vehicle sales IDVHCLOC Index Last Price,2D US Output Gap CBOPGAPN Index PX_LAST,2D  FDTGOFSF Index PX_LAST,2D  CBOPGAPN Index PX_LAST,2D  FDTGOFSF Index PX_LAST.1,2D  MXAPJ Index PE_RATIO,2D  MXAPJ Index IS_EPS,2D  SHASHR Index PX_TO_BOOK_RATIO,2D  SHASHR Index PX_TO_SALES_RATIO,2D  SPX Index PX_LAST,2D  SPX Index PE_RATIO,2D  SPX Index PX_TO_BOOK_RATIO,2D IRON ORE Generic 1st 'CL' Future CL1 Comdty,2D  Gold Spot   $/Oz XAU Curncy
10,CMCSA UW Equity,24,0.8178440548729561,0.9043473087663592,0.04441779603447013,85.07462686567165,0.6969223071286914,0.8461882238244745,0.05202715841241862,82.75862068965517,-0.3238587913154443,-0.2572910817590332,0.0,1.461941825073797,0.0,0.0,0.0,0.0,0.09275341933201911,0.0,0.24343954582445168,0.0,0.0,0.0,0.32021813343237776,0.08874179722803151,0.19711211612485371,0.0,0.0,-0.16729724243109828,0.0,0.0,-0.08563695469405433,0.0,0.032663809251476175,0.03266380925147658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020971476575192386,0.0,0.0,0.0,0.0,0.09014116238413186,0.0,0.02582489112120154,0.0,-0.06801779950176552,0.0,0.0,0.0,0.0,0.0,0.04116692114002592,0.0,0.017802438486843927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10817896882652611,-0.023559803415514235,0.0,0.03513615500363561,0.0,0.0,0.0,0.0,0.0,0.0,-0.023126374611039807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031483165085845706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,COP UN Equity,13,0.562965835838744,0.7503104929552461,0.0678495131572737,73.75,0.3199099496108865,0.6096994682841543,0.06660438467345334,71.42857142857143,0.0,0.0,0.0,0.037346340962098656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12015314611124674,0.0,-0.33632544318438257,0.0,0.0,0.15837698157105046,0.0,-0.10900965694546967,0.0,-0.23977079938110202,-0.09110478467998206,0.0,0.03769121038827313,0.03769121038827327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030954024513440665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03558771016724197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01933986902961973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018475851708770565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,COST UW Equity,6,0.3433821969867421,0.5859882225665822,0.0972583975059723,72.44897959183673,0.09984679510873706,0.3309353739209895,0.11283049957762817,66.66666666666666,0.0,-0.022229664293611673,0.0,0.0,0.0,0.0,0.0,0.0,-0.0737427454868432,0.0,0.0,0.0,0.0,0.0,0.3539001206845765,0.0,0.0,0.0,0.0,0.0,-0.34462525063981864,-0.08235068241256757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03647028655103957,0.0,0.0,0.0,0.0
13,CSCO UW Equity,10,0.49689227441863737,0.704905862096945,0.12647012092177806,80.61224489795919,0.19744804674970873,0.5318531335547505,0.14025186497652403,71.42857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10763299336135328,-0.4533318015766685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1335632845723056,0.0,-0.3662346694249972,0.0,0.0,0.0,0.11735533533951037,0.11735533533950973,-0.08372828037742493,0.0,0.0,0.0,-0.06647458901804326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09716308267844052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074696474865657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,CVS UN Equity,17,0.7014159703443599,0.8375058031705568,0.06020266708338991,78.26086956521739,0.33229757389179826,0.6739611943010559,0.08759549612624379,72.5,0.0,0.0,0.0,11.018578790960571,0.0,-0.7421928018746486,0.0,-0.09659057777741888,0.0,0.0,0.0,-0.04758222357419975,0.0,0.0,0.5245737667590311,-0.19093465827973158,-0.12242406679688361,0.17243976064694508,0.0,0.0,-0.907537614213645,-0.25743925255208683,0.0,-0.05782980558990282,0.0,0.0,0.0,0.0,0.0,0.0,-0.02379944957770562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13723654567872506,0.0,0.10425553826778168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011921422952706269,-0.011921422952696055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,CVX UN Equity,10,0.46119731283241194,0.6791150954237518,0.05418907746204441,73.11827956989248,0.6446172524205296,0.810151272058361,0.0425598722751293,92.5,0.0,0.0,0.0,0.3678311579971636,-0.04177160327554735,0.0,0.07008921100851317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036313694548198744,0.0,0.0,0.0,-0.08089223356539736,0.0,-0.043096952454589256,0.0,0.0,-0.09675360813858587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026348089245161393,0.0,0.0,-0.01257491521328068,0.0,0.0,0.02405522121534998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,D UN Equity,7,0.31933538611401546,0.5650976783831405,0.06471548492924342,64.19753086419753,-0.15949801518784112,0.292585003010155,0.0829499561652045,52.77777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06399195048771926,0.0,0.0,0.0,0.0,0.0,0.0,-0.16954308298417775,0.10591279275511678,0.0,0.09983652831205693,-0.07009897051182862,0.0,0.0,-0.07151000534626435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020747871413429264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,DHR UN Equity,12,0.5444165583078464,0.7378458906220501,0.07526352928292745,75.0,-0.23635984231215024,0.3781416267279224,0.08909945080902604,77.27272727272727,0.0,0.0,0.0,-2.9069823807421233,0.0,0.0,0.0,-0.12779297109273133,0.0,0.0,0.035391959233213165,0.0,0.0,0.0,0.0,0.1665670801682411,0.0,0.1722086082971042,-0.1352357865114935,0.0,-0.32734878060538747,-0.24917702007447187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034320698739687114,0.026206692068221158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06004868178779406,0.08208114900076731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,DIS UN Equity,13,0.5753900108291974,0.7585446663375849,0.0698982240808743,79.16666666666666,0.335069298961416,0.5820595137469146,0.10701449190738048,76.19047619047619,0.0,-0.8112502182897025,0.0,0.0,0.0,0.5762102882773438,0.0,0.0,0.0,-0.18625873821152641,0.08980847303861875,0.0,0.0,-0.060646878504907235,0.0,0.0,0.0668943997697324,0.0,0.06780695355673502,0.0,-0.11025200082167416,0.0,0.0,0.07340480153414988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02359903832446925,0.0,0.0,0.0,0.0,0.0,0.0,0.06305188860422664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04696623823800929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025927869683711493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,DUK UN Equity,20,0.5868235185494303,0.7660440708924195,0.07078462932654592,80.0,0.33371039028443694,0.6474981429309441,0.07788348995955195,74.35897435897436,0.0,0.0,0.05414305105050361,-0.6627615592493262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10863726126297109,0.053547676499788345,0.0,0.13895517047610823,0.0,0.2391356016060781,0.0,0.0,-0.3822876775498248,0.0,-0.10422054496456137,0.0,-0.09326293418905682,-0.09326293418905715,-0.2649370538843221,0.0,0.09275958122241465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026520750912932208,0.0,0.0,-0.14004297259005563,-0.032178876389935,0.044423388401470545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.045355882872436394,0.0,-0.04535588287243442,0.0,-0.03502657053683151,0.0,0.0,0.0,0.0,0.0,0.0,0.0
