,Stock Name,Number of Feartures Selected,Train R^2,Train Correlation,Train MAE,Train Directional Accuracy,Test R^2,Test Correlation,Test MAE,Test Directional Accuracy,EBITDA,RETURN_COM_EQY,2 EARN_FOR_COMMON,Management - Capital Discipline  Avg ( delta Earn For Common/delta Capital Employed),Strategy Filter EBITDA CAGR,Financial Filter ( Last 3 Year Data ) ROE Avg,EU EUCCEMU Index Last Price,US EXP1CYOY Index Last Price,Japan JNCPIYOY Index Last Price,Swiss Franc USDCHF Curncy Last Price,Taiwanese Dollar USDTWD Curncy Last Price,Korean Won USDKRW Curncy Last Price,Indian Rupee USDINR Curncy Last Price,Indonesian Rupiah USDIDR Curncy Last Price,Gold XAU Curncy Last Price,LME Copper LMCADY Comdty Last Price,UBS US real estate bubble index CHBBNYC Index Last Price,Nasdaq Composite CCMP Index Last Price,Topix Japan TPX Index Last Price,Libor US0003M Index Last Price,ECB ECMSM2 Index Last Price,S&P500 SPX Index Price Earnings Ratio (P/E),Indonesia Motor vehicle sales IDVHCLOC Index Last Price, VIX Index PX_LAST, FDTGOFSF Index PX_LAST, FDTGOFSF Index PX_LAST.1, SPX Index PX_LAST, Japan Govt Bond Year to maturi GJGC10 Index, Italy Generic Govt 10Y Yield GBTP10YR Index, Global High Yield LG30TRUU Index,1D US CPI EHPIUS Index Last Price,1D US CONSSENT Index Last Price,1D Japan JCOMSHCF Index Last Price,1D EU EUCCEMU Index Last Price,1D US CPI YOY Index Last Price,1D Japan JNCPIYOY Index Last Price,1D EURO USDEUR Curncy Last Price,1D Taiwanese Dollar USDTWD Curncy Last Price,1D Indonesian Rupiah USDIDR Curncy Last Price,1D Crude Palm oil KO3 Comdty Last Price,1D LME Copper LMCADY Comdty Last Price,1D Euro Stoxx SX5E Index Last Price,1D US EHUPUS Index Last Price,1D Germany EHUPDE Index Last Price,1D EU EUUCEMU Index Last Price,1D US 10yr Govt Bond Yield USGG10YR Index Last Price,1D Germany Govt 10yr bond yield GDBR10 Index Last Price,1D Libor US0003M Index Last Price,1D S&P 500 SPX Index BEst EPS,1D India Commercial Credit INCMCREY Index Last Price,1D  MXAPJ Index PX_TO_BOOK_RATIO,1D  SHASHR Index PE_RATIO,1D  SHASHR Index PX_TO_SALES_RATIO,1D  SPX Index PE_RATIO,1D  SPX Index PX_TO_BOOK_RATIO,1D  NKY Index PX_LAST,1D  TR/CC CRB ER Index CRY Index,1D  Generic 1st 'HG' Future HG1 Comdty,2D US CPI YOY Index Last Price,2D EURO USDEUR Curncy Last Price,2D Taiwanese Dollar USDTWD Curncy Last Price,2D Indonesian Rupiah USDIDR Curncy Last Price,2D Crude Palm oil KO3 Comdty Last Price,2D LME Copper LMCADY Comdty Last Price,2D UBS US real estate bubble index CHBBNYC Index Last Price,2D Dow Jones US real estate index DJUSRE Index Last Price,2D US EHUPUS Index Last Price,2D Japan OEJPDGBO Index Last Price,2D Germany Govt 10yr bond yield GDBR10 Index Last Price,2D Japan Govt 10yr bond yield GJGB10 Index Last Price,2D US M2 Index Last Price,2D China CNMSM2 Index Last Price,2D MSCI China MXCN Index Price Earnings Ratio (P/E),2D MSCI Asia Pacific MXAP Index Price Earnings Ratio (P/E),2D China Monthly New Loan CNLNNEW Index Last Price,2D Indonesia Motor vehicle sales IDVHCLOC Index Last Price,2D US Output Gap CBOPGAPN Index PX_LAST,2D  FDTGOFSF Index PX_LAST,2D  CBOPGAPN Index PX_LAST,2D  FDTGOFSF Index PX_LAST.1,2D  MXAPJ Index PE_RATIO,2D  MXAPJ Index IS_EPS,2D  SHASHR Index PX_TO_BOOK_RATIO,2D  SHASHR Index PX_TO_SALES_RATIO,2D  SPX Index PX_LAST,2D  SPX Index PE_RATIO,2D  SPX Index PX_TO_BOOK_RATIO,2D IRON ORE Generic 1st 'CL' Future CL1 Comdty,2D  Gold Spot   $/Oz XAU Curncy
10,CMCSA UW Equity,4,0.4825558012821257,0.6946623649530224,0.07480686349444389,76.11940298507463,0.4950666807931764,0.7274434212890184,0.06660540970172425,72.41379310344827,-0.36985426683770234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08539060480564135,0.0,0.0,0.0,0.24916072656657645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02640003239624849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,COP UN Equity,5,0.3682426781633278,0.6068300241116352,0.0792169016919774,76.25,0.1433172409042478,0.4498863596712039,0.071564312332614,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06806705657098192,0.0,-0.2628048341897064,0.0,0.0,0.10119006382649261,0.0,-0.060033943388622585,0.0,-0.1368892799470889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,COST UW Equity,6,0.3433821969867421,0.5859882225665822,0.0972583975059723,72.44897959183673,0.09984679510873706,0.3309353739209895,0.11283049957762817,66.66666666666666,0.0,-0.022229664293611673,0.0,0.0,0.0,0.0,0.0,0.0,-0.0737427454868432,0.0,0.0,0.0,0.0,0.0,0.3539001206845765,0.0,0.0,0.0,0.0,0.0,-0.34462525063981864,-0.08235068241256757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03647028655103957,0.0,0.0,0.0,0.0
13,CSCO UW Equity,9,0.44769032516892393,0.6690966486008759,0.13551988827888897,78.57142857142857,0.2080035779139383,0.5179314677660516,0.13322584150700376,76.19047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08643199673413476,-0.37373739052809024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1239708565222471,0.0,-0.3014662011532062,0.0,0.0,0.0,0.09899984902939912,0.09899984902939826,-0.1061402771297931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10285417848633074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06816343650437463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,CVS UN Equity,11,0.6151428849937992,0.7843104519218139,0.0705055038199626,78.26086956521739,0.20527219138679964,0.5687297962267935,0.09902387600465608,72.5,0.0,0.0,0.0,7.618772725768597,0.0,-0.5946663183277067,0.0,-0.08903450991942327,0.0,0.0,0.0,0.0,0.0,0.0,0.5487231829398279,-0.10965968732453266,0.0,0.16451973389810212,0.0,0.0,-0.8421404101877866,-0.21690607981941293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09782364124974835,0.0,0.0759632255574297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,CVX UN Equity,9,0.4430230395197735,0.6655997592545939,0.05538000725215336,72.04301075268818,0.5794992291205454,0.7727842042113782,0.0460580962450218,82.5,0.0,0.0,0.0,0.3591924794526315,-0.04417539773691203,0.0,0.07034679730294588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035006708819254904,0.0,0.0,0.0,-0.081264206875257,0.0,-0.04013997951092354,0.0,0.0,-0.09441420842133112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025046484901571152,0.0,0.0,0.0,0.0,0.0,0.028300949316153942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,D UN Equity,1,0.0818857985896253,0.2861569474774731,0.07178093887417898,61.72839506172839,0.13629573941179607,0.3887358580178209,0.06796848527954474,61.111111111111114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025658013935924203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,DHR UN Equity,7,0.385659233960317,0.6210146809539343,0.08339427498896772,80.0,-0.1680440236468539,0.3361530627282393,0.08510527309083359,65.9090909090909,0.0,0.0,0.0,3.54591977034229,0.0,0.0,0.0,-0.13315328868635307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15961923576536624,0.0,0.16006247816959915,-0.11392580899333042,0.0,-0.3092452544927751,-0.21008097667198658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,DIS UN Equity,11,0.478328842858741,0.6916132176720894,0.07837240299265445,78.125,0.36959404712793886,0.6186898008046564,0.10170858752862666,71.42857142857143,0.0,-0.950712573544939,0.0,0.0,0.0,0.7343078625888371,0.0,0.0,0.0,-0.1896878269854488,0.10267363849775503,0.0,0.0,-0.0626486701401692,0.0,0.0,0.08605279957399821,0.0,0.06987704690327393,0.0,-0.1152067081000926,0.0,0.0,0.061670489488733576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03191977650333061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02559902538280248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,DUK UN Equity,5,0.2482199095728551,0.4982167295192475,0.09390528012553641,63.33333333333333,0.2145859632062188,0.4835980215620815,0.0766137164475689,82.05128205128204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13928522143621191,0.0,0.0,0.0,0.0,0.0,0.0,-0.0430102693180553,-0.04301026931805523,-0.09419396623181307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,EOG UN Equity,7,0.5398125529822184,0.7347193702239097,0.11178604563199526,66.66666666666666,0.1100767779065791,0.42590598302120647,0.1114864193026172,66.66666666666666,0.0,0.0,0.0,-0.17399130839457586,-0.06961032852192642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14044258982191302,0.0,0.0,0.0,0.09117817589923324,0.23945780034300412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16413096415435857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15554392388547672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
